卷章名,領域,標題,勉勵,經文
24耶利米書第17章,禱告,天父讓倚靠祂的人如樹栽於水旁，在旱年不懼怕,你是否曾在一段生命的乾旱中，感到快要枯乾了？「倚靠耶和華、以耶和華為可靠的，那人有福了！他必像樹栽於水旁，在河邊扎根，炎熱來到，並不懼怕，葉子仍必青翠，在乾旱之年毫無掛慮，而且結果不止。」那個「仍必青翠」是在旱年裡說的——不是因為沒有旱年，而是根扎得夠深。,倚靠耶和華、以耶和華為可靠的，那人有福了！他必像樹栽於水旁，在河邊扎根。《耶利米書17:7-8》
24耶利米書第18章,信仰,天父是你的窰匠，有主權和能力重新塑造你的生命,你是否曾覺得自己已經是一個「壞掉的器皿」，無法再被修補？「泥在窰匠的手中怎樣，你們在我的手中也怎樣。」窰匠可以把壞掉的泥器重新揉製，造出新的器皿。天父有這個主權，也有這個能力——不是修修補補，而是重新塑造。你願意讓自己的泥在祂手中保持柔軟嗎？,泥在窰匠的手中怎樣，你們在我的手中也怎樣。《耶利米書18:6》
24耶利米書第19章,信仰,天父嚴肅地對待持續的悖逆，警告你不要讓它積累,你是否曾覺得「小事就算了，反正以後還可以悔改」，卻沒有意識到悖逆的積累有其臨界點？打碎的瓦器「不能再囫圇」，象徵審判到了某個點就不可挽回。第18章的泥可以重塑，第19章的瓦器一旦打碎就是打碎。天父嚴肅對待這個警告，呼召你今天就轉回，不要等待。,我要照樣打碎這民和這城，正如人打碎窰匠的瓦器，以致不能再囫圇。《耶利米書19:11》
24耶利米書第20章,服事,天父把祂的話像火一樣放在你裡面，讓你含忍不住,你是否曾想過把神的話藏起來，不說不傳，因為說了代價太大？耶利米說：「我若說我不再提耶和華……我便心裏覺得似乎有燒着的火閉塞在我骨中，我就含忍不住，不能自禁。」那個「燒着的火」是神的話語。天父把那個無法壓制的使命放在真正被祂的話觸動的人裡面。,我便心裏覺得似乎有燒着的火閉塞在我骨中，我就含忍不住，不能自禁。《耶利米書20:9》
24耶利米書第21章,智慧,天父把生命的路和死亡的路擺在你面前，邀你選擇,你是否曾以為信仰只是一種個人的心靈安慰，不涉及現實的重大抉擇？「看哪，我將生命的路和死亡的路擺在你們面前。」那不是象徵性的，而是真實的兩條路，有真實的後果。天父把選擇的機會擺在你面前，不是要讓你無所適從，而是因為祂尊重你的選擇，也要你認真對待這個選擇。,耶和華如此說：看哪，我將生命的路和死亡的路擺在你們面前。《耶利米書21:8》
24耶利米書第22章,領袖,天父認為認識祂就是為困苦窮乏的人伸冤,你是否曾問過：「真正認識神是什麼感覺？」先知說約西亞王「為困苦和窮乏人伸冤，那時就得了福樂」，然後說：「認識我不在乎此嗎？」天父說真正認識祂，就會展現在對弱者的關顧上。你今天對身邊最脆弱的人的態度，就是你「認識神」程度最真實的顯示。,他為困苦和窮乏人伸冤，那時就得了福樂。認識我不在乎此嗎？這是耶和華說的。《耶利米書22:16》
24耶利米書第23章,信仰,天父應許為散失的羊群設立真牧人，帶來公義的苗裔,你是否曾在某個失職的領袖讓你受傷之後，對信仰群體感到失望，以為神也同樣不在乎？「我要給大衛興起一個公義的苗裔；他必掌王權，行事有智慧，在地上施行公平和公義。」天父不以人的失職為理由放棄計畫，祂親自起來設立真牧人。那個真牧人就是基督。,日子將到，我要給大衛興起一個公義的苗裔；他必掌王權，行事有智慧，在地上施行公平和公義。《耶利米書23:5》
24耶利米書第24章,信仰,天父的評價標準與人的常識相反，被擄的是好無花果,你是否曾因為自己的處境看起來太糟，以為天父一定是站在那些看起來「順利」的人那邊？神說被擄的人是「好無花果」，要被眷顧建立；看起來安全留守的人反而是「壞無花果」。「我要賜他們認識我的心，知道我是耶和華。」天父的眷顧不跟隨外表的順利，而跟隨祂自己的心意。,我要賜他們認識我的心，知道我是耶和華。他們要作我的子民，我要作他們的神，因為他們要一心歸向我。《耶利米書24:7》
24耶利米書第25章,服事,天父從早差遣先知告訴你，祂的耐心不是遲鈍是慈愛,你是否曾把神的等候理解為祂不在乎，而不是祂的慈愛？「耶和華也從早起來，差遣他的僕人眾先知到你們這裏來」——那個「從早起來」是天父主動的、持續的關心，是祂一再發出警告的耐心。天父的「多次呼喚」不是因為祂軟弱，而是因為祂不願任何人滅亡，一直給機會。,耶和華也從早起來，差遣他的僕人眾先知到你們這裏來（只是你們沒有聽從，也沒有側耳而聽）。《耶利米書25:4》
24耶利米書第26章,品格,天父呼召你一字不減地傳講真道，即使代價沉重,你是否曾因為說了真話讓人不高興，就開始調整你的話語，讓它「更容易被接受」？神對耶利米說：「一字不可刪減」——面對死亡威脅，耶利米仍然完整傳達信息。天父不要你說人喜歡聽的話，而要你說真話——那個真話，即使代價沉重，也是你對神最深的忠心。,至於我，我在你們手中，你們眼看何為善，何為正，就那樣待我吧！《耶利米書26:14》
24耶利米書第27章,信仰,天父的主權超越人的政治算計，祂的計畫終必成就,你是否曾試圖用人的智慧和聯盟來規避天父已宣告的計畫，結果只是徒勞？神說：「我用大能和伸出來的膀臂，創造大地……我看給誰相宜，就把地給誰。」沒有任何政治聯盟能推翻天父的決定。今天的世界也如此，天父的計畫不被人的謀算所左右，祂的旨意終必成就。,我用大能和伸出來的膀臂，創造大地和地上的人民、牲畜。我看給誰相宜，就把地給誰。《耶利米書27:5》
24耶利米書第28章,智慧,天父讓你分辨真假先知，受歡迎的話不一定是祂的話,你是否曾因為某個信息讓你感覺良好就信以為真，而沒有查驗它是否合乎神的話語？哈拿尼雅說了眾人想聽的——快速的平安歸回；耶利米說的卻讓人失望。「先知預言的平安，到話語成就的時候，人便知道他真是耶和華所差來的。」天父讓你以應驗和神的話語為標準，而不是以受歡迎程度。,先知預言的平安，到話語成就的時候，人便知道他真是耶和華所差來的。《耶利米書28:9》
24耶利米書第29章,信仰,天父對你懷平安意念，要給你末後的指望,你是否曾在一個「不是你想要的」處境中，感到被天父遺棄或遺忘？神對被擄的百姓說：「你們要為那城求平安，為那城禱告耶和華」，然後說：「我知道我向你們所懷的意念是賜平安的意念，不是降災禍的意念，要叫你們末後有指望。」天父的計畫在你的「巴比倫」裡仍然是平安，仍然是指望。,耶和華說：我知道我向你們所懷的意念是賜平安的意念，不是降災禍的意念，要叫你們末後有指望。《耶利米書29:11》
24耶利米書第30章,信仰,天父的管教帶著憐憫的邊界，祂要從遠方拯救你,你是否曾在管教中感到它只是懲罰，看不見任何憐憫的成分？神說：「我要從寬懲治你……我與你同在，拯救你」，管教是有邊界的，拯救是確定的。「我的僕人雅各啊，不要懼怕……我要從遠方拯救你。」天父的管教不是要毀滅你，而是在邊界之內塑造你，並從遠方帶你回家。,故此，耶和華說：我的僕人雅各啊，不要懼怕；以色列啊，不要驚惶；因我要從遠方拯救你。《耶利米書30:10》
24耶利米書第31章,悔改,天父以永遠的愛愛你，以慈愛吸引你,你是否曾覺得神的愛是有條件的，只在你表現好的時候才有效？「古時耶和華向以色列顯現，說：我以永遠的愛愛你，因此我以慈愛吸引你。」那個「永遠」是在百姓剛受管教之後說的，不是在他們狀態最好時說的。天父的愛不以你的狀態為前提，那是最深的宣告。,我以永遠的愛愛你，因此我以慈愛吸引你。《耶利米書31:3》
24耶利米書第32章,信仰,天父讓你在最絕望的時候仍用行動宣告祂的應許,你是否曾在一個看起來完全沒有希望的時刻，仍然願意以一個具體的行動宣告你對天父應許的信心？城市即將陷落，耶利米卻買下一塊地——那個買地的行動是信仰最具體的表達。「我是耶和華，是凡有血氣者的神，豈有我難成的事嗎？」天父的問題是你行動的根基。,我是耶和華，是凡有血氣者的神，豈有我難成的事嗎？《耶利米書32:27》
24耶利米書第33章,禱告,天父說：你求告我，我就應允你，並指示你大而難的事,你是否曾覺得自己禱告的問題太大，太複雜，神可能沒有答案或不願意告訴你？「你求告我，我就應允你，並將你所不知道、又大又難的事指示你。」那個「大而難的事」——不是瑣碎的事，而是你最不知道、最困難的部分——天父說：你求告，我就指示。,你求告我，我就應允你，並將你所不知道、又大又難的事指示你。《耶利米書33:3》
24耶利米書第34章,信仰,天父的話精確可信，連細節都在祂的掌管中,你是否曾因應許模糊而不確定是否可以倚靠？神對西底家說：「你必不被刀劍殺死，你必平安而死」——那個預言包含了精確的細節，後來都一一應驗。天父的話不是模糊的鼓勵，而是有具體內容的宣告。你今天手中的那個應許，也是可以這樣信靠的。,猶大王西底家啊，你還要聽耶和華的話。耶和華論到你如此說：你必不被刀劍殺死，你必平安而死。《耶利米書34:4-5》
24耶利米書第35章,品格,天父珍視你對承諾長期忠守的心，那比表演更珍貴,你是否曾在某個承諾上堅持了很久，卻沒有人看見，也開始懷疑是否值得繼續？利甲族兩百年不喝酒，不是因為強制，而是因為忠心於先祖的吩咐。神用這個見證對比以色列的背道。天父珍視那種不靠外在監督、持守長達多年的忠心——那才是品格最真實的顯示。,利甲的兒子約拿達的子孫能遵守先人所吩咐他們的命，這百姓卻沒有聽從我！《耶利米書35:16》
